bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-01_ses-03_T1w	0.7403239724550345	1.8538046788807154	0.5852088894085292	2523.554443359375	4.343487908388447	4.335538854729819	4.322549935588986	4.372374934846536	0.1982066379847353	0.41994986289726316	0.38184349911800153	1.021917462348938	0.4104428291320801	0.0	0.0025777631130702323	26.199335872772764	12.803922741368213	15.979678379430991	208	300	320	3.0977904885424805	9.706032227393422	10.073580292409636	17.416918161293005	28.606164746233908	70.60873828138281	62.084756975265776	87.03936789818061	0.8000043630599976	0.800000011920929	0.800000011920929	23.591613218262893	7.527218818664551	12.955981254577637	10.928890228271484	7133766.0	2.613249897956848	30.429964542388916	9.342934608459473	1.7741886469154045	81.93833923339844	351.21539306640625	328.67181396484375	96251.0	220.6927490234375	564.4963073730469	106.09823608398438	0.07159308895123129	84.88956451416016	812.2227783203125	811.2622680664062	76967.0	680.3531311035156	951.4494873046874	83.582763671875	0.3485647381071626	54.86913299560547	1003.1491088867188	1000.042724609375	446371.0	913.69775390625	1102.5148315429688	57.41782760620117	0.22735589742660522	0.4972171485424042	0.544686496257782	0.5275388021151484
