bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-01_ses-03_T2w	0.4930485936502033	2.6939453984614707	0.5416628577659556	1574.2545166015625	2.9949988069690243	2.931684011108457	3.285774951038138	2.7675374587604784	0.18987161089156113	0.4200466222396893	0.39008176686874957	1.4516816139221191	0.25636539459228525	0.0	0.007807838251281945	28.789216602007407	12.93969311272597	15.398932752518377	208	300	320	5.8641095848599525	8.273184873041096	7.069396587173666	7.0708953036199516	211.59688963185977	94.35954223673609	120.8832748088414	56.69339255792835	0.8000043630599976	0.800000011920929	0.800000011920929	12.717126092934857	11.555115699768066	24.535810470581055	19.52225112915039	7109301.0	6.100480556488037	60.038448333740234	18.679210662841797	3.6771972446038728	513.95751953125	3725.48779296875	3732.087890625	125564.0	2666.68212890625	4663.759301757812	636.4262084960938	0.5905321268595105	188.81787109375	1677.771240234375	1664.2877197265625	69142.0	1373.9764221191406	2032.8614990234373	201.16505432128906	0.1650993969111596	138.73660278320312	992.9434814453125	999.9425048828125	325664.0	748.9343292236327	1213.0039550781248	141.4164581298828	0.19095106422901154	0.4590304493904114	0.5109215378761292	0.21373138742254852
